cluster	reference	dices_speech_id	speaker	addressee	text	notes	evaluation (against exp6)
037	Hom. Il.4.82-84	90	tis	tis	ἦ ῥʼ αὖτις πόλεμός τε κακὸς καὶ φύλοπις αἰνὴ ἔσσεται, ἢ φιλότητα μετʼ ἀμφοτέροισι τίθησι Ζεύς, ὅς τʼ ἀνθρώπων ταμίης πολέμοιο τέτυκται.	Line 84 has only one word that counts as repetition. I take the whole hexameter. This equivalence (us - Zeus) cannot be tracked by Passim	
038	Hom. Il. 4.60-61	88	Hera	Zeus	ἀμφότερον γενεῇ τε καὶ οὕνεκα σὴ παράκοιτις κέκλημαι, σὺ δὲ πᾶσι μετʼ ἀθανάτοισιν ἀνάσσεις.		Matched predicted cluster 186 (exact-match)
038	Hom. Il. 18.365-366	498	Hera	Zeus	ἀμφότερον γενεῇ τε καὶ οὕνεκα σὴ παράκοιτις κέκλημαι, σὺ δὲ πᾶσι μετʼ ἀθανάτοισιν ἀνάσσεις.		Matched predicted cluster 186 (exact-match)
039	Hom. Il. 4.163-165	92	Agamemnon	Menelaus	εὖ γὰρ ἐγὼ τόδε οἶδα κατὰ φρένα καὶ κατὰ θυμόν· ἔσσεται ἦμαρ ὅτʼ ἄν ποτʼ ὀλώλῃ Ἴλιος ἱρὴ καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο		Matched predicted cluster 104 (exact-match)
039	Hom. Il. 6.447-449	171	Hector	Andromache	εὖ γὰρ ἐγὼ τόδε οἶδα κατὰ φρένα καὶ κατὰ θυμόν· ἔσσεται ἦμαρ ὅτʼ ἄν ποτʼ ὀλώλῃ Ἴλιος ἱρὴ καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο		Matched predicted cluster 104 (exact-match)
040	Hom. Il. 5.130-132	117	Athena	Diomedes	μή τι σύ γʼ ἀθανάτοισι θεοῖς ἀντικρὺ μάχεσθαι τοῖς ἄλλοις· ἀτὰρ εἴ κε Διὸς θυγάτηρ Ἀφροδίτη ἔλθῃσʼ ἐς πόλεμον, τήν γʼ οὐτάμεν ὀξέϊ χαλκῷ.		Matched predicted cluster 402 (exact-match)
040	Hom. Il. 5.819-821	148	Diomedes	Athena	οὔ μʼ εἴας μακάρεσσι θεοῖς ἀντικρὺ μάχεσθαι τοῖς ἄλλοις· ἀτὰρ εἴ κε Διὸς θυγάτηρ Ἀφροδίτη ἔλθῃσʼ ἐς πόλεμον, τήν γʼ οὐτάμεν ὀξέϊ χαλκῷ.	Here Diomedes repeats to Athena what the goddess ordered him before! Interesting. Hapax?	Matched predicted cluster 402 (exact-match)
041	Hom. Il. 5.175-176	118	Aeneas	Pandarus	ὅς τις ὅδε κρατέει καὶ δὴ κακὰ πολλὰ ἔοργε Τρῶας, ἐπεὶ πολλῶν τε καὶ ἐσθλῶν γούνατʼ ἔλυσεν		Missed by evaluation, but it corresponds to predicted cluster 47 (spurious-match)
041	Hom. Il. 16.424-425	428	Sarpedon 	Lycians	ὅς τις ὅδε κρατέει καὶ δὴ κακὰ πολλὰ ἔοργε Τρῶας, ἐπεὶ πολλῶν τε καὶ ἐσθλῶν γούνατʼ ἔλυσεν.		Missed by evaluation, but it corresponds to predicted cluster 47 (spurious-match)
043	Hom. Il. 5.221-223	120	Aeneas	Pandarus	ἀλλʼ ἄγʼ ἐμῶν ὀχέων ἐπιβήσεο, ὄφρα ἴδηαι οἷοι Τρώϊοι ἵπποι ἐπιστάμενοι πεδίοιο κραιπνὰ μάλʼ ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι		Matched predicted cluster 420 (exact-match)
043	Hom. Il. 8.105-107	210	Diomedes	Nestor	ἀλλʼ ἄγʼ ἐμῶν ὀχέων ἐπιβήσεο, ὄφρα ἴδηαι οἷοι Τρώϊοι ἵπποι ἐπιστάμενοι πεδίοιο κραιπνὰ μάλʼ ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι		Matched predicted cluster 420 (exact-match)
044	Hom. Il. 5.373-374	129	Dione	Aphrodite	τίς νύ σε τοιάδʼ ἔρεξε φίλον τέκος Οὐρανιώνων μαψιδίως, ὡς εἴ τι κακὸν ῥέζουσαν ἐνωπῇ;		Matched predicted cluster 333 (exact-match)
044	Hom. Il. 21.509-510	574	Zeus	Leto	τίς νύ σε τοιάδʼ ἔρεξε φίλον τέκος Οὐρανιώνων μαψιδίως, ὡς εἴ τι κακὸν ῥέζουσαν ἐνωπῇ;		Matched predicted cluster 333 (exact-match)
045	Hom. Il. 5.458-459	135	Apollo	Ares	Κύπριδα μὲν πρῶτα σχεδὸν οὔτασε χεῖρʼ ἐπὶ καρπῷ, αὐτὰρ ἔπειτʼ αὐτῷ μοι ἐπέσσυτο δαίμονι ἶσος.		Matched predicted cluster 52 (exact-match)
045	Hom. Il. 5.883-884	150	Ares	Zeus	Κύπριδα μὲν πρῶτον σχεδὸν οὔτασε χεῖρʼ ἐπὶ καρπῷ, αὐτὰρ ἔπειτʼ αὐτῷ μοι ἐπέσσυτο δαίμονι ἶσος·		Matched predicted cluster 52 (exact-match)
046	Hom. Il. 5.529-532	138	Agamemnon	Greeks	ὦ φίλοι ἀνέρες ἔστε καὶ ἄλκιμον ἦτορ ἕλεσθε, ἀλλήλους τʼ αἰδεῖσθε κατὰ κρατερὰς ὑσμίνας· αἰδομένων ἀνδρῶν πλέονες σόοι ἠὲ πέφανται· φευγόντων δʼ οὔτʼ ἂρ κλέος ὄρνυται οὔτε τις ἀλκή.		Matched predicted cluster 51 (exact-match)
046	Hom. Il. 15.561-564	415	Ajax Telamonius	Greeks	ὦ φίλοι ἀνέρες ἔστε, καὶ αἰδῶ θέσθʼ ἐνὶ θυμῷ, ἀλλήλους τʼ αἰδεῖσθε κατὰ κρατερὰς ὑσμίνας. αἰδομένων δʼ ἀνδρῶν πλέονες σόοι ἠὲ πέφανται· φευγόντων δʼ οὔτʼ ἂρ κλέος ὄρνυται οὔτέ τις ἀλκή.		Matched predicted cluster 51 (exact-match)
050	Hom. Il. 5.652-654	141	Sarpedon 	Tlepolemus	 σοὶ δʼ ἐγὼ ἐνθάδε φημὶ φόνον καὶ κῆρα μέλαιναν ἐξ ἐμέθεν τεύξεσθαι, ἐμῷ δʼ ὑπὸ δουρὶ δαμέντα εὖχος ἐμοὶ δώσειν, ψυχὴν δʼ Ἄϊδι κλυτοπώλῳ.		Matched predicted cluster 123 (exact-match)
050	Hom. Il. 11.443-445	305	Odysseus	Socus	σοὶ δʼ ἐγὼ ἐνθάδε φημὶ φόνον καὶ κῆρα μέλαιναν ἤματι τῷδʼ ἔσσεσθαι, ἐμῷ δʼ ὑπὸ δουρὶ δαμέντα εὖχος ἐμοὶ δώσειν, ψυχὴν δʼ Ἄϊδι κλυτοπώλῳ.		Matched predicted cluster 123 (exact-match)
051	Hom. Il. 6.46-50	152	Adrestus	Menelaus	ζώγρει Ἀτρέος υἱέ, σὺ δʼ ἄξια δέξαι ἄποινα· πολλὰ δʼ ἐν ἀφνειοῦ πατρὸς κειμήλια κεῖται χαλκός τε χρυσός τε πολύκμητός τε σίδηρος, τῶν κέν τοι χαρίσαιτο πατὴρ ἀπερείσιʼ ἄποινα εἴ κεν ἐμὲ ζωὸν πεπύθοιτʼ ἐπὶ νηυσὶν Ἀχαιῶν.		Matched predicted cluster 11 (exact-match)
051	Hom. Il. 11.131-135	291	Peisander/Hippolochus	Agamemnon	ζώγρει Ἀτρέος υἱέ, σὺ δʼ ἄξια δέξαι ἄποινα· πολλὰ δʼ ἐν Ἀντιμάχοιο δόμοις κειμήλια κεῖται χαλκός τε χρυσός τε πολύκμητός τε σίδηρος, τῶν κέν τοι χαρίσαιτο πατὴρ ἀπερείσιʼ ἄποινα, εἰ νῶϊ ζωοὺς πεπύθοιτʼ ἐπὶ νηυσὶν Ἀχαιῶν.		Matched predicted cluster 11 (exact-match)
051	Hom. Il. 10.378-381	277	Dolon	Diomedes/Odysseus	ζωγρεῖτʼ, αὐτὰρ ἐγὼν ἐμὲ λύσομαι· ἔστι γὰρ ἔνδον χαλκός τε χρυσός τε πολύκμητός τε σίδηρος, τῶν κʼ ὔμμιν χαρίσαιτο πατὴρ ἀπερείσιʼ ἄποινα εἴ κεν ἐμὲ ζωὸν πεπύθοιτʼ ἐπὶ νηυσὶν Ἀχαιῶν.		Matched predicted cluster 11 (exact-match)
052	Hom. Il. 6.378-380	168	Hector	female servant	ἠέ πῃ ἐς γαλόων ἢ εἰνατέρων ἐϋπέπλων ἢ ἐς Ἀθηναίης ἐξοίχεται, ἔνθά περ ἄλλαι Τρῳαὶ ἐϋπλόκαμοι δεινὴν θεὸν ἱλάσκονται;		Matched predicted cluster 288 (exact-match)
052	Hom. Il. 6.383-385	169	female servant	Hector	οὔτέ πῃ ἐς γαλόων οὔτʼ εἰνατέρων ἐϋπέπλων οὔτʼ ἐς Ἀθηναίης ἐξοίχεται, ἔνθά περ ἄλλαι Τρῳαὶ ἐϋπλόκαμοι δεινὴν θεὸν ἱλάσκονται,		Matched predicted cluster 288 (exact-match)
053	Hom. Il. 7.79-80	182	Hector	Greeks/Trojans	σῶμα δὲ οἴκαδʼ ἐμὸν δόμεναι πάλιν, ὄφρα πυρός με Τρῶες καὶ Τρώων ἄλοχοι λελάχωσι θανόντα		Matched predicted cluster 500 (exact-match)
053	Hom. Il. 22.342-343	597	Hector	Achilles	σῶμα δὲ οἴκαδʼ ἐμὸν δόμεναι πάλιν, ὄφρα πυρός με Τρῶες καὶ Τρώων ἄλοχοι λελάχωσι θανόντα.		Matched predicted cluster 500 (exact-match)
054	Hom. Il. 8.32-37	207	Athena	Zeus	εὖ νυ καὶ ἡμεῖς ἴδμεν ὅ τοι σθένος οὐκ ἐπιεικτόν· ἀλλʼ ἔμπης Δαναῶν ὀλοφυρόμεθʼ αἰχμητάων, οἵ κεν δὴ κακὸν οἶτον ἀναπλήσαντες ὄλωνται. ἀλλʼ ἤτοι πολέμου μὲν ἀφεξόμεθʼ ὡς σὺ κελεύεις· βουλὴν δʼ Ἀργείοις ὑποθησόμεθʼ ἥ τις ὀνήσει, ὡς μὴ πάντες ὄλωνται ὀδυσσαμένοιο τεοῖο.		Matched predicted cluster 0 (exact-match)
054	Hom. Il. 8.463-468	229	Hera	Zeus	εὖ νυ καὶ ἡμεῖς ἴδμεν ὅ τοι σθένος οὐκ ἀλαπαδνόν· ἀλλʼ ἔμπης Δαναῶν ὀλοφυρόμεθʼ αἰχμητάων, οἵ κεν δὴ κακὸν οἶτον ἀναπλήσαντες ὄλωνται. ἀλλʼ ἤτοι πολέμου μὲν ἀφεξόμεθʼ, εἰ σὺ κελεύεις· βουλὴν δʼ Ἀργείοις ὑποθησόμεθʼ ἥ τις ὀνήσει, ὡς μὴ πάντες ὄλωνται ὀδυσσαμένοιο τεοῖο.		Matched predicted cluster 0 (exact-match)
055	Hom. Il. 8.39-40	208	Zeus	Athena	θάρσει Τριτογένεια φίλον τέκος· οὔ νύ τι θυμῷ πρόφρονι μυθέομαι, ἐθέλω δέ τοι ἤπιος εἶναι.		Matched predicted cluster 332 (exact-match)
055	Hom. Il. 22.183-184	587	Zeus	Athena	θάρσει Τριτογένεια φίλον τέκος· οὔ νύ τι θυμῷ πρόφρονι μυθέομαι, ἐθέλω δέ τοι ἤπιος εἶναι· ἔρξον ὅπῃ δή τοι νόος ἔπλετο, μὴ δʼ ἔτʼ ἐρώει.		Matched predicted cluster 332 (exact-match)
056	Hom. Il. 8.173-174	216	Hector	Trojans	Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς		Matched predicted cluster 296 (exact-match)
056	Hom. Il. 11.286-287	296	Hector	Trojans	Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς		Matched predicted cluster 296 (exact-match)
056	Hom. Il. 15.486-487	412	Hector	Trojans	Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς		Matched predicted cluster 296 (exact-match)
056	Hom. Il. 17.184-185	454	Hector	Trojans	Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταί, ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς		Matched predicted cluster 296 (exact-match)
057	Hom. Il.10.402-404	280	Odysseus	Dolon	ἵππων Αἰακίδαο δαΐφρονος· οἳ δʼ ἀλεγεινοὶ ἀνδράσι γε θνητοῖσι δαμήμεναι ἠδʼ ὀχέεσθαι ἄλλῳ γʼ ἢ Ἀχιλῆϊ, τὸν ἀθανάτη τέκε μήτηρ		Matched predicted cluster 566 (exact-match)
057	Hom. Il. 17.76-78	449	Apollo	Hector	ἵππους Αἰακίδαο δαΐφρονος· οἳ δʼ ἀλεγεινοὶ ἀνδράσι γε θνητοῖσι δαμήμεναι ἠδʼ ὀχέεσθαι ἄλλῳ γʼ ἢ Ἀχιλῆϊ, τὸν ἀθανάτη τέκε μήτηρ.		Matched predicted cluster 566 (exact-match)
058	Hom. Il. 11.362-367	300	Diomedes	Hector	ἐξ αὖ νῦν ἔφυγες θάνατον κύον· ἦ τέ τοι ἄγχι ἦλθε κακόν· νῦν αὖτέ σʼ ἐρύσατο Φοῖβος Ἀπόλλων ᾧ μέλλεις εὔχεσθαι ἰὼν ἐς δοῦπον ἀκόντων. ἦ θήν σʼ ἐξανύω γε καὶ ὕστερον ἀντιβολήσας, εἴ πού τις καὶ ἔμοιγε θεῶν ἐπιτάρροθός ἐστι. νῦν αὖ τοὺς ἄλλους ἐπιείσομαι, ὅν κε κιχείω.		Missed by evaluation, but it corresponds to predicted cluster 35 (exact-match)
058	Hom. Il. 20.449-454	547	Achilles	Hector	ἐξ αὖ νῦν ἔφυγες θάνατον κύον· ἦ τέ τοι ἄγχι ἦλθε κακόν· νῦν αὖτέ σʼ ἐρύσατο Φοῖβος Ἀπόλλων, ᾧ μέλλεις εὔχεσθαι ἰὼν ἐς δοῦπον ἀκόντων. ἦ θήν σʼ ἐξανύω γε καὶ ὕστερον ἀντιβολήσας, εἴ πού τις καὶ ἔμοιγε θεῶν ἐπιτάρροθός ἐστι. νῦν αὖ τοὺς ἄλλους ἐπιείσομαι, ὅν κε κιχείω.		Missed by evaluation, but it corresponds to predicted cluster 35 (exact-match)
059	Hom. Il. 11.792-793	314	Nestor	Patroclus	τίς δʼ οἶδʼ εἴ κέν οἱ σὺν δαίμονι θυμὸν ὀρίναις παρειπών; ἀγαθὴ δὲ παραίφασίς ἐστιν ἑταίρου.		Matched predicted cluster 9 (exact-match)
059	Hom. Il. 15.403-404	407	Patroclus	Eurypylus	ίς δʼ οἶδʼ εἴ κέν οἱ σὺν δαίμονι θυμὸν ὀρίνω παρειπών; ἀγαθὴ δὲ παραίφασίς ἐστιν ἑταίρου.		Matched predicted cluster 9 (exact-match)
060	Hom. Il. 11.612	312	Achilles	Patroclus	ὅν τινα τοῦτον ἄγει βεβλημένον ἐκ πολέμοιο	Not in de Jong's list. Smallest repeated speech we consider ? 4 hexametric feet	
060	Hom. Il. 11.650	173	Patroclus	Nestor	ὅν τινα τοῦτον ἄγεις βεβλημένον· ἀλλὰ καὶ αὐτὸς		
061	Hom. Il. 11.800-801	314	Nestor	Patroclus	Τρῶες, ἀναπνεύσωσι δʼ ἀρήϊοι υἷες Ἀχαιῶν τειρόμενοι· ὀλίγη δέ τʼ ἀνάπνευσις πολέμοιο		Matched predicted cluster 7 (exact-match)
061	Hom. Il. 16.42-43	421	Patroclus	Achilles	Τρῶες, ἀναπνεύσωσι δʼ Ἀρήϊοι υἷες Ἀχαιῶν τειρόμενοι· ὀλίγη δέ τʼ ἀνάπνευσις πολέμοιο		Matched predicted cluster 7 (exact-match)
061	Hom. Il. 18.200-201	493	Iris	Achilles	Τρῶες, ἀναπνεύσωσι δʼ ἀρήϊοι υἷες Ἀχαιῶν τειρόμενοι· ὀλίγη δέ τʼ ἀνάπνευσις πολέμοιο.	Nice exemple of non intentional repetition	Matched predicted cluster 7 (exact-match)
062	Hom. Il. 14.195-196	367	Aprodite	Hera	αὔδα ὅ τι φρονέεις· τελέσαι δέ με θυμὸς ἄνωγεν, εἰ δύναμαι τελέσαι γε καὶ εἰ τετελεσμένον ἐστίν		
062	Hom. Il. 18.426-427	502	Hephaestus	Thetis	αὔδα ὅ τι φρονέεις· τελέσαι δέ με θυμὸς ἄνωγεν, εἰ δύναμαι τελέσαι γε καὶ εἰ τετελεσμένον ἐστίν		
063	Hom. Il. 14.200-207	368	Hera	Aphrodite	εἶμι γὰρ ὀψομένη πολυφόρβου πείρατα γαίης, Ὠκεανόν τε θεῶν γένεσιν καὶ μητέρα Τηθύν, οἵ μʼ ἐν σφοῖσι δόμοισιν ἐῢ τρέφον ἠδʼ ἀτίταλλον δεξάμενοι Ῥείας, ὅτε τε Κρόνον εὐρύοπα Ζεὺς γαίης νέρθε καθεῖσε καὶ ἀτρυγέτοιο θαλάσσης· τοὺς εἶμʼ ὀψομένη, καί σφʼ ἄκριτα νείκεα λύσω· ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται εὐνῆς καὶ φιλότητος, ἐπεὶ χόλος ἔμπεσε θυμῷ		Matched predicted cluster 74 (exact-match)
063	Hom. Il. 14.301-306	376	Hera	Zeus	ἔρχομαι ὀψομένη πολυφόρβου πείρατα γαίης, Ὠκεανόν τε θεῶν γένεσιν καὶ μητέρα Τηθύν, οἵ με σφοῖσι δόμοισιν ἐῢ τρέφον ἠδʼ ἀτίταλλον· τοὺς εἶμʼ ὀψομένη, καί σφʼ ἄκριτα νείκεα λύσω· ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται εὐνῆς καὶ φιλότητος, ἐπεὶ χόλος ἔμπεσε θυμῷ		Matched predicted cluster 74 (exact-match)
064	Hom. Il. 16.441-443	430	Hera	Zeus	ἄνδρα θνητὸν ἐόντα πάλαι πεπρωμένον αἴσῃ ἂψ ἐθέλεις θανάτοιο δυσηχέος ἐξαναλῦσαι; ἔρδʼ· ἀτὰρ οὔ τοι πάντες ἐπαινέομεν θεοὶ ἄλλοι.		Matched predicted cluster 470 (spurious-match)
064	Hom. Il. 22.179-181	586	Athena	Zeus	ἄνδρα θνητὸν ἐόντα πάλαι πεπρωμένον αἴσῃ ἂψ ἐθέλεις θανάτοιο δυσηχέος ἐξαναλῦσαι; ἔρδʼ· ἀτὰρ οὔ τοι πάντες ἐπαινέομεν θεοὶ ἄλλοι.		Matched predicted cluster 470 (spurious-match)
065	Hom. Il. 17.30-32	448	Menelaus	Euphorbus	στήῃς· ἀλλά σʼ ἔγωγʼ ἀναχωρήσαντα κελεύω ἐς πληθὺν ἰέναι, μηδʼ ἀντίος ἵστασʼ ἐμεῖο πρίν τι κακὸν παθέειν· ῥεχθὲν δέ τε νήπιος ἔγνω.		Matched predicted cluster 160 (exact-match)
065	Hom. Il. 20.196-198	534	Achilles	Aeneas	βάλλεαι· ἀλλά σʼ ἔγωγʼ ἀναχωρήσαντα κελεύω ἐς πληθὺν ἰέναι, μηδʼ ἀντίος ἵστασʼ ἐμεῖο, πρίν τι κακὸν παθέειν· ῥεχθὲν δέ τε νήπιος ἔγνω.		Matched predicted cluster 160 (exact-match)
066	Hom. Il. 18.56-62	482	Thetis	Nereids	ἔξοχον ἡρώων· ὃ δʼ ἀνέδραμεν ἔρνεϊ ἶσος· τὸν μὲν ἐγὼ θρέψασα φυτὸν ὣς γουνῷ ἀλωῆς νηυσὶν ἐπιπροέηκα κορωνίσιν Ἴλιον εἴσω Τρωσὶ μαχησόμενον· τὸν δʼ οὐχ ὑποδέξομαι αὖτις οἴκαδε νοστήσαντα δόμον Πηλήϊον εἴσω. ὄφρα δέ μοι ζώει καὶ ὁρᾷ φάος ἠελίοιο ἄχνυται, οὐδέ τί οἱ δύναμαι χραισμῆσαι ἰοῦσα		Matched predicted cluster 153 (exact-match)
066	Hom. Il. 18.437-443	503	Thetis	Hephaestus	ἔξοχον ἡρώων· ὃ δʼ ἀνέδραμεν ἔρνεϊ ἶσος· τὸν μὲν ἐγὼ θρέψασα φυτὸν ὣς γουνῷ ἀλωῆς νηυσὶν ἐπιπροέηκα κορωνίσιν Ἴλιον εἴσω Τρωσὶ μαχησόμενον· τὸν δʼ οὐχ ὑποδέξομαι αὖτις οἴκαδε νοστήσαντα δόμον Πηλήϊον εἴσω. ὄφρα δέ μοι ζώει καὶ ὁρᾷ φάος ἠελίοιο ἄχνυται, οὐδέ τί οἱ δύναμαι χραισμῆσαι ἰοῦσα		Matched predicted cluster 153 (exact-match)
067	Hom. Il. 18.112-113	486	Achilles	Thetis	ἀλλὰ τὰ μὲν προτετύχθαι ἐάσομεν ἀχνύμενοί περ, θυμὸν ἐνὶ στήθεσσι φίλον δαμάσαντες ἀνάγκῃ		Matched predicted cluster 73 (exact-match)
067	Hom. Il. 19.65.66	508	Achilles	Agamemnon	ἀλλὰ τὰ μὲν προτετύχθαι ἐάσομεν ἀχνύμενοί περ θυμὸν ἐνὶ στήθεσσι φίλον δαμάσαντες ἀνάγκῃ		Matched predicted cluster 73 (exact-match)
068	Hom. Il. 18.385-386	499	Charis	Thetis	τίπτε Θέτι τανύπεπλε ἱκάνεις ἡμέτερον δῶ αἰδοίη τε φίλη τε; πάρος γε μὲν οὔ τι θαμίζεις		Matched predicted cluster 25 (exact-match)
068	Hom. Il. 18.424-425	502	Hephaestus	Thetis	τίπτε Θέτι τανύπεπλε ἱκάνεις ἡμέτερον δῶ αἰδοίη τε φίλη τε; πάρος γε μὲν οὔ τι θαμίζεις		Matched predicted cluster 25 (exact-match)
069	Hom. Il. 20.200-202	535	Aeneas	Achilles	Πηλεΐδη μὴ δὴ ἐπέεσσί με νηπύτιον ὣς ἔλπεο δειδίξεσθαι, ἐπεὶ σάφα οἶδα καὶ αὐτὸς ἠμὲν κερτομίας ἠδʼ αἴσυλα μυθήσασθαι.		Matched predicted cluster 498 (exact-match)
069	Hom. Il. 20.431-433	546	Hector	Achilles	Πηλεΐδη μὴ δὴ ἐπέεσσί με νηπύτιον ὣς ἔλπεο δειδίξεσθαι, ἐπεὶ σάφα οἶδα καὶ αὐτὸς ἠμὲν κερτομίας ἠδʼ αἴσυλα μυθήσασθαι.		Matched predicted cluster 498 (exact-match)
070	Hom. Il. 20.315-317	537	Hera	Poseidon	μή ποτʼ ἐπὶ Τρώεσσιν ἀλεξήσειν κακὸν ἦμαρ, μηδʼ ὁπότʼ ἂν Τροίη μαλερῷ πυρὶ πᾶσα δάηται καιομένη, καίωσι δʼ ἀρήϊοι υἷες Ἀχαιῶν.		Matched predicted cluster 404 (exact-match)
070	Hom. Il. 21.374-376	563	Scamander	Hera	μή ποτʼ ἐπὶ Τρώεσσιν ἀλεξήσειν κακὸν ἦμαρ, μὴ δʼ ὁπότʼ ἂν Τροίη μαλερῷ πυρὶ πᾶσα δάηται καιομένη, καίωσι δʼ ἀρήϊοι υἷες Ἀχαιῶν.		Matched predicted cluster 404 (exact-match)
071	Hom. Il. 24.203-205	663	Hecabe	Priam	πῶς ἐθέλεις ἐπὶ νῆας Ἀχαιῶν ἐλθέμεν οἶος ἀνδρὸς ἐς ὀφθαλμοὺς ὅς τοι πολέας τε καὶ ἐσθλοὺς υἱέας ἐξενάριξε· σιδήρειόν νύ τοι ἦτορ		Matched predicted cluster 398 (exact-match)
071	Hom. Il. 24.519-521	683	Achilles	Priam	πῶς ἔτλης ἐπὶ νῆας Ἀχαιῶν ἐλθέμεν οἶος ἀνδρὸς ἐς ὀφθαλμοὺς ὅς τοι πολέας τε καὶ ἐσθλοὺς υἱέας ἐξενάριξα; σιδήρειόν νύ τοι ἦτορ		Matched predicted cluster 398 (exact-match)